[START] 'DTD LIVE Table_0921.mp4' 분석을 시작합니다. (ID: DTD_LIVE_Table_0921_mp4_2025-06-27T05:11:09.483Z)
Time: 0.00s | Status: 얼굴 미검출
Time: 0.50s | Status: 얼굴 미검출
Time: 1.00s | Status: 얼굴 미검출
Time: 1.50s | Status: 얼굴 미검출
Time: 2.00s | Status: 얼굴 미검출
Time: 2.50s | Status: 얼굴 미검출
Time: 3.00s | Status: 얼굴 미검출
Time: 3.50s | Status: 얼굴 미검출
Time: 4.00s | Status: 얼굴 미검출
Time: 4.50s | Status: 얼굴 미검출
Time: 5.00s | Status: 얼굴 미검출
Time: 5.50s | Status: 얼굴 미검출
Time: 6.00s | Status: 얼굴 미검출
Time: 6.50s | Status: 얼굴 미검출
Time: 7.00s | Status: 얼굴 미검출
Time: 7.50s | Status: 얼굴 미검출
Time: 8.00s | Status: 얼굴 미검출
Time: 8.50s | Status: 얼굴 미검출
Time: 9.00s | Status: 얼굴 미검출
Time: 9.50s | Status: 얼굴 미검출
Time: 10.00s | Status: 얼굴 미검출
Time: 10.50s | Status: 얼굴 미검출
Time: 11.00s | Status: 얼굴 미검출
Time: 11.50s | Status: 얼굴 미검출
Time: 12.00s | Status: 얼굴 미검출
Time: 12.50s | Status: 얼굴 미검출
Time: 13.00s | Status: 얼굴 미검출
Time: 13.50s | Status: 얼굴 미검출
Time: 14.00s | Status: 얼굴 미검출
Time: 14.50s | Status: 얼굴 미검출
Time: 15.00s | Status: 얼굴 미검출
Time: 15.50s | Status: 얼굴 미검출
Time: 16.00s | Status: 얼굴 미검출
Time: 16.50s | Status: 얼굴 미검출
Time: 17.00s | Status: 얼굴 미검출
Time: 34.00s | Score: 149.03 | Status: 선명
Time: 34.50s | Score: 159.66 | Status: 선명
Time: 35.00s | Score: 147.52 | Status: 선명
Time: 35.50s | Score: 157.91 | Status: 선명
Time: 36.00s | Score: 159.11 | Status: 선명
Time: 36.50s | Score: 201.85 | Status: 선명
Time: 37.00s | Score: 138.34 | Status: 선명
Time: 37.50s | Score: 139.25 | Status: 선명
Time: 38.00s | Score: 136.36 | Status: 선명
Time: 38.50s | Score: 165.13 | Status: 선명
Time: 39.00s | Score: 150.64 | Status: 선명
Time: 39.50s | Score: 87.10 | Status: 선명
Time: 40.00s | Score: 496.14 | Status: 선명
Time: 40.50s | Score: 514.62 | Status: 선명
Time: 41.00s | Score: 552.31 | Status: 선명
Time: 41.50s | Status: 얼굴 미검출
Time: 42.00s | Score: 559.57 | Status: 선명
Time: 42.50s | Status: 얼굴 미검출
Time: 43.00s | Status: 얼굴 미검출
Time: 43.50s | Status: 얼굴 미검출
Time: 44.00s | Score: 603.74 | Status: 선명
Time: 44.50s | Score: 469.68 | Status: 선명
Time: 45.00s | Score: 664.96 | Status: 선명
Time: 45.50s | Score: 587.30 | Status: 선명
Time: 46.00s | Score: 599.34 | Status: 선명
Time: 46.50s | Score: 550.79 | Status: 선명
Time: 47.00s | Score: 552.15 | Status: 선명
Time: 47.50s | Score: 292.68 | Status: 선명
Time: 48.00s | Score: 244.71 | Status: 선명
Time: 48.50s | Score: 236.73 | Status: 선명
Time: 49.00s | Score: 264.43 | Status: 선명
Time: 49.50s | Score: 355.31 | Status: 선명
Time: 50.00s | Score: 395.59 | Status: 선명
Time: 50.50s | Score: 174.88 | Status: 선명
Time: 51.00s | Score: 202.26 | Status: 선명
Time: 51.50s | Score: 215.50 | Status: 선명
Time: 52.00s | Score: 224.69 | Status: 선명
Time: 52.50s | Score: 248.41 | Status: 선명
Time: 53.00s | Score: 261.76 | Status: 선명
Time: 53.50s | Score: 259.50 | Status: 선명
Time: 54.00s | Score: 238.59 | Status: 선명
Time: 54.50s | Score: 213.86 | Status: 선명
Time: 55.00s | Score: 241.98 | Status: 선명
Time: 55.50s | Score: 188.69 | Status: 선명
Time: 56.00s | Score: 195.35 | Status: 선명
Time: 56.50s | Score: 255.94 | Status: 선명
Time: 57.00s | Score: 297.23 | Status: 선명
Time: 57.50s | Score: 300.39 | Status: 선명
Time: 58.00s | Score: 292.25 | Status: 선명
Time: 58.50s | Score: 204.02 | Status: 선명
Time: 59.00s | Score: 235.55 | Status: 선명
Time: 59.50s | Score: 248.17 | Status: 선명
Time: 60.00s | Score: 246.79 | Status: 선명
Time: 60.50s | Score: 245.08 | Status: 선명
Time: 61.00s | Score: 266.76 | Status: 선명
Time: 61.50s | Score: 261.88 | Status: 선명
Time: 62.00s | Score: 293.97 | Status: 선명
Time: 62.50s | Score: 296.22 | Status: 선명
Time: 63.00s | Score: 270.13 | Status: 선명
Time: 63.50s | Score: 266.79 | Status: 선명
Time: 64.00s | Score: 267.60 | Status: 선명
Time: 64.50s | Score: 256.27 | Status: 선명
Time: 65.00s | Score: 234.46 | Status: 선명
Time: 65.50s | Score: 200.34 | Status: 선명
Time: 66.00s | Score: 236.10 | Status: 선명
Time: 66.50s | Score: 198.80 | Status: 선명
Time: 67.00s | Score: 205.43 | Status: 선명
Time: 67.50s | Score: 237.29 | Status: 선명
Time: 68.00s | Score: 245.80 | Status: 선명
Time: 68.50s | Score: 236.20 | Status: 선명
Time: 69.00s | Score: 146.60 | Status: 선명
Time: 69.50s | Score: 213.10 | Status: 선명
Time: 70.00s | Score: 264.66 | Status: 선명
Time: 70.50s | Score: 270.75 | Status: 선명
Time: 71.00s | Score: 291.93 | Status: 선명
Time: 71.50s | Score: 272.56 | Status: 선명
Time: 72.00s | Status: 얼굴 미검출
Time: 72.50s | Status: 얼굴 미검출
Time: 73.00s | Status: 얼굴 미검출
Time: 73.50s | Status: 얼굴 미검출
Time: 74.00s | Status: 얼굴 미검출
Time: 74.50s | Status: 얼굴 미검출
Time: 75.00s | Status: 얼굴 미검출
Time: 75.50s | Status: 얼굴 미검출
Time: 76.00s | Status: 얼굴 미검출
Time: 76.50s | Status: 얼굴 미검출
Time: 77.00s | Score: 269.18 | Status: 선명
Time: 77.50s | Score: 260.89 | Status: 선명
Time: 78.00s | Score: 248.50 | Status: 선명
Time: 78.50s | Score: 268.02 | Status: 선명
Time: 79.00s | Score: 273.01 | Status: 선명
Time: 79.50s | Score: 282.69 | Status: 선명
Time: 80.00s | Score: 284.46 | Status: 선명
Time: 80.50s | Score: 290.57 | Status: 선명
Time: 81.00s | Score: 290.38 | Status: 선명
Time: 81.50s | Score: 288.45 | Status: 선명
Time: 82.00s | Score: 294.72 | Status: 선명
Time: 82.50s | Score: 297.12 | Status: 선명
Time: 83.00s | Score: 291.71 | Status: 선명
Time: 83.50s | Score: 301.37 | Status: 선명
Time: 84.00s | Score: 284.92 | Status: 선명
Time: 84.50s | Score: 262.39 | Status: 선명
Time: 85.00s | Score: 256.69 | Status: 선명
Time: 85.50s | Score: 491.79 | Status: 선명
Time: 86.00s | Score: 499.04 | Status: 선명
Time: 86.50s | Score: 540.80 | Status: 선명
Time: 87.00s | Score: 554.17 | Status: 선명
Time: 87.50s | Score: 517.90 | Status: 선명
Time: 88.00s | Score: 536.84 | Status: 선명
Time: 88.50s | Score: 566.29 | Status: 선명
Time: 89.00s | Score: 510.00 | Status: 선명
Time: 89.50s | Score: 83.67 | Status: 선명
Time: 90.00s | Score: 80.57 | Status: 선명
Time: 90.50s | Score: 75.41 | Status: 선명
Time: 91.00s | Score: 74.47 | Status: 선명
Time: 91.50s | Score: 79.03 | Status: 선명
Time: 92.00s | Score: 341.04 | Status: 선명
Time: 92.50s | Score: 369.37 | Status: 선명
Time: 93.00s | Score: 413.03 | Status: 선명
Time: 93.50s | Score: 423.08 | Status: 선명
Time: 94.00s | Score: 421.81 | Status: 선명
Time: 94.50s | Score: 396.11 | Status: 선명
Time: 95.00s | Score: 399.04 | Status: 선명
Time: 95.50s | Score: 367.28 | Status: 선명
Time: 96.00s | Score: 226.06 | Status: 선명
Time: 96.50s | Score: 265.47 | Status: 선명
Time: 97.00s | Score: 276.04 | Status: 선명
Time: 97.50s | Score: 281.77 | Status: 선명
Time: 98.00s | Score: 292.49 | Status: 선명
Time: 98.50s | Score: 284.91 | Status: 선명
Time: 99.00s | Score: 274.62 | Status: 선명
Time: 99.50s | Score: 268.73 | Status: 선명
Time: 100.00s | Score: 288.61 | Status: 선명
Time: 100.50s | Score: 289.83 | Status: 선명
Time: 101.00s | Score: 291.64 | Status: 선명
Time: 101.50s | Score: 270.38 | Status: 선명
Time: 102.00s | Score: 283.97 | Status: 선명
Time: 102.50s | Score: 288.03 | Status: 선명
Time: 103.00s | Score: 294.36 | Status: 선명
Time: 103.50s | Score: 294.28 | Status: 선명
Time: 104.00s | Score: 289.37 | Status: 선명
Time: 104.50s | Score: 278.63 | Status: 선명
Time: 105.00s | Score: 286.58 | Status: 선명
Time: 105.50s | Score: 297.62 | Status: 선명
Time: 106.00s | Score: 300.91 | Status: 선명
Time: 106.50s | Score: 279.75 | Status: 선명
Time: 107.00s | Score: 159.01 | Status: 선명
Time: 107.50s | Score: 133.32 | Status: 선명
Time: 108.00s | Score: 155.98 | Status: 선명
Time: 108.50s | Score: 154.84 | Status: 선명
Time: 109.00s | Score: 214.89 | Status: 선명
Time: 109.50s | Score: 161.97 | Status: 선명
Time: 110.00s | Score: 221.91 | Status: 선명
Time: 110.50s | Score: 231.96 | Status: 선명
Time: 111.00s | Score: 253.40 | Status: 선명
Time: 111.50s | Score: 227.87 | Status: 선명
Time: 112.00s | Score: 215.25 | Status: 선명
Time: 112.50s | Score: 231.41 | Status: 선명
Time: 113.00s | Score: 233.39 | Status: 선명
Time: 113.50s | Status: 얼굴 미검출
Time: 114.00s | Status: 얼굴 미검출
Time: 114.50s | Status: 얼굴 미검출
Time: 115.00s | Status: 얼굴 미검출
Time: 115.50s | Status: 얼굴 미검출
Time: 116.00s | Score: 389.80 | Status: 선명
Time: 116.50s | Score: 357.34 | Status: 선명
Time: 117.00s | Score: 340.41 | Status: 선명
Time: 117.50s | Score: 303.13 | Status: 선명
Time: 118.00s | Score: 233.76 | Status: 선명
Time: 118.50s | Score: 366.67 | Status: 선명
Time: 119.00s | Score: 364.13 | Status: 선명
Time: 119.50s | Score: 309.93 | Status: 선명
Time: 120.00s | Score: 680.81 | Status: 선명
Time: 120.50s | Score: 228.18 | Status: 선명
Time: 121.00s | Score: 250.20 | Status: 선명
Time: 121.50s | Score: 314.90 | Status: 선명
Time: 122.00s | Score: 340.36 | Status: 선명
Time: 122.50s | Score: 351.22 | Status: 선명
Time: 123.00s | Score: 322.14 | Status: 선명
Time: 123.50s | Score: 358.94 | Status: 선명
Time: 124.00s | Score: 386.90 | Status: 선명
Time: 124.50s | Score: 414.11 | Status: 선명
Time: 125.00s | Score: 405.59 | Status: 선명
Time: 125.50s | Score: 395.42 | Status: 선명
Time: 126.00s | Score: 364.95 | Status: 선명
Time: 126.50s | Score: 383.79 | Status: 선명
Time: 127.00s | Score: 362.57 | Status: 선명
Time: 127.50s | Score: 365.48 | Status: 선명
Time: 128.00s | Score: 352.57 | Status: 선명
Time: 128.50s | Score: 396.88 | Status: 선명
Time: 129.00s | Score: 381.46 | Status: 선명
Time: 129.50s | Score: 384.65 | Status: 선명
Time: 130.00s | Score: 383.02 | Status: 선명
Time: 130.50s | Score: 385.19 | Status: 선명
Time: 131.00s | Score: 358.75 | Status: 선명
Time: 131.50s | Score: 368.88 | Status: 선명
Time: 132.00s | Score: 371.43 | Status: 선명
Time: 132.50s | Score: 377.62 | Status: 선명
Time: 133.00s | Score: 370.94 | Status: 선명
Time: 133.50s | Score: 342.24 | Status: 선명
Time: 134.00s | Score: 356.61 | Status: 선명
Time: 134.50s | Score: 394.33 | Status: 선명
Time: 135.00s | Score: 388.44 | Status: 선명
Time: 135.50s | Score: 382.76 | Status: 선명
Time: 136.00s | Score: 376.68 | Status: 선명
Time: 136.50s | Score: 366.92 | Status: 선명
Time: 137.00s | Score: 376.60 | Status: 선명
Time: 137.50s | Score: 391.67 | Status: 선명
Time: 138.00s | Score: 392.68 | Status: 선명
Time: 138.50s | Score: 377.64 | Status: 선명
Time: 139.00s | Score: 381.52 | Status: 선명
Time: 139.50s | Status: 얼굴 미검출
Time: 140.00s | Status: 얼굴 미검출
Time: 140.50s | Status: 얼굴 미검출
Time: 141.00s | Status: 얼굴 미검출
Time: 141.50s | Status: 얼굴 미검출
Time: 142.00s | Status: 얼굴 미검출
Time: 142.50s | Status: 얼굴 미검출
Time: 143.00s | Score: 425.82 | Status: 선명
Time: 143.50s | Score: 414.33 | Status: 선명
Time: 144.00s | Score: 404.62 | Status: 선명
Time: 144.50s | Score: 412.78 | Status: 선명
Time: 145.00s | Score: 432.83 | Status: 선명
Time: 145.50s | Score: 434.40 | Status: 선명
Time: 146.00s | Score: 432.11 | Status: 선명
Time: 146.50s | Score: 412.05 | Status: 선명
Time: 147.00s | Score: 390.22 | Status: 선명
Time: 147.50s | Score: 384.62 | Status: 선명
Time: 148.00s | Score: 409.27 | Status: 선명
Time: 148.50s | Score: 421.58 | Status: 선명
Time: 149.00s | Score: 412.35 | Status: 선명
Time: 149.50s | Score: 421.05 | Status: 선명
Time: 150.00s | Score: 424.60 | Status: 선명
Time: 150.50s | Score: 412.78 | Status: 선명
Time: 151.00s | Score: 422.03 | Status: 선명
Time: 151.50s | Score: 421.16 | Status: 선명
Time: 152.00s | Score: 438.85 | Status: 선명
Time: 152.50s | Score: 432.89 | Status: 선명
Time: 153.00s | Score: 410.18 | Status: 선명
Time: 153.50s | Score: 418.34 | Status: 선명
Time: 154.00s | Score: 415.43 | Status: 선명
Time: 154.50s | Score: 406.49 | Status: 선명
Time: 155.00s | Score: 408.92 | Status: 선명
Time: 155.50s | Score: 395.28 | Status: 선명
Time: 156.00s | Score: 407.10 | Status: 선명
Time: 156.50s | Score: 388.20 | Status: 선명
Time: 157.00s | Score: 380.79 | Status: 선명
Time: 157.50s | Score: 264.94 | Status: 선명
Time: 158.00s | Score: 594.79 | Status: 선명
Time: 158.50s | Score: 568.98 | Status: 선명
Time: 159.00s | Score: 534.13 | Status: 선명
Time: 159.50s | Score: 207.78 | Status: 선명
Time: 160.00s | Score: 259.36 | Status: 선명
Time: 160.50s | Score: 295.93 | Status: 선명
Time: 161.00s | Score: 343.34 | Status: 선명
Time: 161.50s | Score: 371.49 | Status: 선명
Time: 162.00s | Score: 375.47 | Status: 선명
Time: 162.50s | Score: 354.86 | Status: 선명
Time: 163.00s | Score: 362.68 | Status: 선명
Time: 163.50s | Score: 346.09 | Status: 선명
Time: 164.00s | Score: 348.34 | Status: 선명
Time: 164.50s | Score: 360.13 | Status: 선명
Time: 165.00s | Score: 356.64 | Status: 선명
Time: 165.50s | Score: 400.82 | Status: 선명
Time: 166.00s | Score: 390.33 | Status: 선명
Time: 166.50s | Score: 363.36 | Status: 선명
Time: 167.00s | Score: 364.54 | Status: 선명
Time: 167.50s | Score: 359.66 | Status: 선명
Time: 168.00s | Score: 328.69 | Status: 선명
Time: 168.50s | Score: 285.55 | Status: 선명
Time: 169.00s | Score: 391.49 | Status: 선명
Time: 169.50s | Score: 266.18 | Status: 선명
Time: 170.00s | Score: 140.53 | Status: 선명
Time: 170.50s | Score: 147.73 | Status: 선명
Time: 171.00s | Score: 164.40 | Status: 선명
Time: 171.50s | Score: 557.74 | Status: 선명
Time: 172.00s | Score: 191.86 | Status: 선명
Time: 172.50s | Score: 155.01 | Status: 선명
Time: 173.00s | Score: 615.10 | Status: 선명
Time: 173.50s | Score: 122.09 | Status: 선명
Time: 174.00s | Score: 139.15 | Status: 선명
Time: 174.50s | Score: 109.71 | Status: 선명
Time: 175.00s | Score: 126.63 | Status: 선명
Time: 175.50s | Score: 145.62 | Status: 선명
Time: 176.00s | Score: 174.46 | Status: 선명
Time: 176.50s | Score: 189.26 | Status: 선명
Time: 177.00s | Score: 177.50 | Status: 선명
Time: 177.50s | Score: 677.26 | Status: 선명
Time: 178.00s | Score: 166.14 | Status: 선명
Time: 178.50s | Score: 171.69 | Status: 선명
Time: 179.00s | Score: 150.50 | Status: 선명
Time: 179.50s | Score: 442.17 | Status: 선명
Time: 180.00s | Score: 196.47 | Status: 선명
Time: 180.50s | Score: 185.40 | Status: 선명
Time: 181.00s | Score: 205.04 | Status: 선명
Time: 181.50s | Score: 208.11 | Status: 선명
Time: 182.00s | Score: 196.64 | Status: 선명
Time: 182.50s | Score: 181.62 | Status: 선명
Time: 183.00s | Score: 169.64 | Status: 선명
Time: 183.50s | Score: 183.20 | Status: 선명
Time: 184.00s | Score: 462.90 | Status: 선명
Time: 184.50s | Score: 163.49 | Status: 선명
Time: 185.00s | Score: 169.63 | Status: 선명
Time: 185.50s | Score: 497.85 | Status: 선명
Time: 186.00s | Score: 498.21 | Status: 선명
Time: 186.50s | Score: 500.60 | Status: 선명
Time: 187.00s | Score: 489.45 | Status: 선명
Time: 187.50s | Score: 163.72 | Status: 선명
Time: 188.00s | Score: 483.71 | Status: 선명
Time: 188.50s | Score: 273.44 | Status: 선명
Time: 189.00s | Score: 302.05 | Status: 선명
Time: 189.50s | Score: 507.53 | Status: 선명
Time: 190.00s | Status: 얼굴 미검출
Time: 190.50s | Status: 얼굴 미검출
Time: 191.00s | Status: 얼굴 미검출
Time: 191.50s | Status: 얼굴 미검출
Time: 192.00s | Status: 얼굴 미검출
Time: 192.50s | Status: 얼굴 미검출
Time: 193.00s | Status: 얼굴 미검출
Time: 193.50s | Status: 얼굴 미검출
Time: 194.00s | Status: 얼굴 미검출
Time: 194.50s | Status: 얼굴 미검출
Time: 195.00s | Status: 얼굴 미검출
Time: 195.50s | Status: 얼굴 미검출
Time: 196.00s | Status: 얼굴 미검출
Time: 196.50s | Status: 얼굴 미검출
Time: 197.00s | Status: 얼굴 미검출
Time: 197.50s | Status: 얼굴 미검출
Time: 198.00s | Status: 얼굴 미검출
Time: 198.50s | Status: 얼굴 미검출
Time: 199.00s | Status: 얼굴 미검출
Time: 199.50s | Status: 얼굴 미검출
Time: 200.00s | Status: 얼굴 미검출
Time: 200.50s | Status: 얼굴 미검출
Time: 201.00s | Status: 얼굴 미검출
Time: 201.50s | Status: 얼굴 미검출
Time: 202.00s | Status: 얼굴 미검출
Time: 202.50s | Status: 얼굴 미검출
