[START] 'DTD LIVE Table_0837.mp4' 분석을 시작합니다. (ID: DTD_LIVE_Table_0837_mp4_2025-06-27T02:53:53.694Z)
Time: 0.00s | Status: 얼굴 미검출
Time: 0.50s | Status: 얼굴 미검출
Time: 1.00s | Status: 얼굴 미검출
Time: 1.50s | Status: 얼굴 미검출
Time: 2.00s | Status: 얼굴 미검출
Time: 2.50s | Status: 얼굴 미검출
Time: 3.00s | Status: 얼굴 미검출
Time: 3.50s | Status: 얼굴 미검출
Time: 4.00s | Status: 얼굴 미검출
Time: 4.50s | Status: 얼굴 미검출
Time: 5.00s | Status: 얼굴 미검출
Time: 5.50s | Status: 얼굴 미검출
Time: 6.00s | Status: 얼굴 미검출
Time: 6.50s | Status: 얼굴 미검출
Time: 7.00s | Status: 얼굴 미검출
Time: 7.50s | Status: 얼굴 미검출
Time: 8.00s | Status: 얼굴 미검출
Time: 8.50s | Status: 얼굴 미검출
Time: 9.00s | Status: 얼굴 미검출
Time: 9.50s | Status: 얼굴 미검출
Time: 10.00s | Status: 얼굴 미검출
Time: 10.50s | Status: 얼굴 미검출
Time: 11.00s | Status: 얼굴 미검출
Time: 11.50s | Status: 얼굴 미검출
Time: 12.00s | Status: 얼굴 미검출
Time: 12.50s | Status: 얼굴 미검출
Time: 13.00s | Status: 얼굴 미검출
Time: 13.50s | Status: 얼굴 미검출
Time: 14.00s | Status: 얼굴 미검출
Time: 14.50s | Status: 얼굴 미검출
Time: 15.00s | Status: 얼굴 미검출
Time: 15.50s | Status: 얼굴 미검출
Time: 16.00s | Status: 얼굴 미검출
Time: 152.50s | Score: 103.41 | Status: 선명
Time: 153.00s | Score: 106.75 | Status: 선명
Time: 153.50s | Score: 108.23 | Status: 선명
Time: 154.00s | Score: 108.04 | Status: 선명
Time: 154.50s | Score: 105.65 | Status: 선명
Time: 155.00s | Score: 106.20 | Status: 선명
Time: 155.50s | Score: 104.80 | Status: 선명
Time: 156.00s | Score: 104.64 | Status: 선명
Time: 156.50s | Score: 105.94 | Status: 선명
Time: 157.00s | Score: 106.38 | Status: 선명
Time: 157.50s | Score: 102.61 | Status: 선명
Time: 158.00s | Score: 102.78 | Status: 선명
Time: 158.50s | Score: 104.36 | Status: 선명
Time: 159.00s | Score: 102.65 | Status: 선명
Time: 159.50s | Score: 102.28 | Status: 선명
Time: 160.00s | Score: 103.97 | Status: 선명
Time: 160.50s | Score: 102.61 | Status: 선명
Time: 161.00s | Score: 100.84 | Status: 선명
Time: 161.50s | Score: 86.82 | Status: 선명
Time: 162.00s | Score: 89.61 | Status: 선명
Time: 162.50s | Score: 97.59 | Status: 선명
Time: 163.00s | Score: 92.84 | Status: 선명
Time: 163.50s | Score: 102.06 | Status: 선명
Time: 164.00s | Score: 105.83 | Status: 선명
Time: 164.50s | Score: 94.42 | Status: 선명
Time: 165.00s | Score: 96.53 | Status: 선명
Time: 165.50s | Score: 103.43 | Status: 선명
Time: 166.00s | Score: 104.43 | Status: 선명
Time: 166.50s | Score: 105.99 | Status: 선명
Time: 167.00s | Score: 109.41 | Status: 선명
Time: 167.50s | Score: 107.35 | Status: 선명
Time: 168.00s | Score: 107.19 | Status: 선명
Time: 168.50s | Score: 107.34 | Status: 선명
Time: 169.00s | Score: 110.46 | Status: 선명
Time: 169.50s | Score: 109.06 | Status: 선명
Time: 170.00s | Score: 109.96 | Status: 선명
Time: 170.50s | Score: 104.14 | Status: 선명
Time: 171.00s | Score: 107.83 | Status: 선명
Time: 171.50s | Score: 107.42 | Status: 선명
Time: 172.00s | Score: 106.79 | Status: 선명
Time: 172.50s | Score: 109.44 | Status: 선명
Time: 173.00s | Score: 109.05 | Status: 선명
Time: 173.50s | Score: 108.90 | Status: 선명
Time: 174.00s | Score: 107.82 | Status: 선명
Time: 174.50s | Score: 110.17 | Status: 선명
Time: 175.00s | Score: 107.57 | Status: 선명
Time: 175.50s | Score: 105.33 | Status: 선명
Time: 176.00s | Score: 105.78 | Status: 선명
Time: 176.50s | Score: 109.59 | Status: 선명
Time: 177.00s | Score: 110.11 | Status: 선명
Time: 177.50s | Score: 110.33 | Status: 선명
Time: 178.00s | Score: 105.83 | Status: 선명
Time: 178.50s | Score: 108.56 | Status: 선명
Time: 179.00s | Score: 105.51 | Status: 선명
Time: 179.50s | Score: 105.92 | Status: 선명
Time: 180.00s | Score: 107.23 | Status: 선명
Time: 180.50s | Score: 107.25 | Status: 선명
Time: 181.00s | Score: 107.25 | Status: 선명
Time: 181.50s | Score: 107.57 | Status: 선명
Time: 182.00s | Score: 109.29 | Status: 선명
Time: 182.50s | Score: 114.83 | Status: 선명
Time: 183.00s | Score: 113.31 | Status: 선명
Time: 183.50s | Score: 96.61 | Status: 선명
Time: 184.00s | Score: 97.66 | Status: 선명
Time: 184.50s | Score: 97.05 | Status: 선명
Time: 185.00s | Score: 98.32 | Status: 선명
Time: 185.50s | Score: 97.43 | Status: 선명
Time: 186.00s | Score: 98.65 | Status: 선명
Time: 186.50s | Score: 98.27 | Status: 선명
Time: 187.00s | Score: 96.17 | Status: 선명
Time: 187.50s | Score: 101.72 | Status: 선명
Time: 188.00s | Score: 100.94 | Status: 선명
Time: 188.50s | Score: 101.21 | Status: 선명
Time: 189.00s | Score: 100.05 | Status: 선명
Time: 189.50s | Score: 92.79 | Status: 선명
Time: 190.00s | Score: 91.46 | Status: 선명
Time: 190.50s | Score: 93.76 | Status: 선명
Time: 191.00s | Score: 99.84 | Status: 선명
Time: 191.50s | Score: 104.16 | Status: 선명
Time: 192.00s | Score: 88.49 | Status: 선명
Time: 192.50s | Score: 95.58 | Status: 선명
Time: 193.00s | Score: 105.24 | Status: 선명
Time: 193.50s | Score: 92.64 | Status: 선명
Time: 194.00s | Score: 80.35 | Status: 선명
Time: 194.50s | Score: 101.36 | Status: 선명
Time: 195.00s | Score: 94.20 | Status: 선명
Time: 195.50s | Score: 89.18 | Status: 선명
Time: 196.00s | Score: 91.39 | Status: 선명
Time: 196.50s | Score: 97.07 | Status: 선명
Time: 197.00s | Score: 92.88 | Status: 선명
Time: 197.50s | Score: 92.67 | Status: 선명
Time: 198.00s | Score: 91.92 | Status: 선명
Time: 198.50s | Score: 81.60 | Status: 선명
Time: 199.00s | Score: 78.96 | Status: 선명
Time: 199.50s | Score: 63.31 | Status: 선명
Time: 200.00s | Score: 90.43 | Status: 선명
Time: 200.50s | Score: 91.46 | Status: 선명
Time: 201.00s | Score: 92.25 | Status: 선명
Time: 201.50s | Score: 97.18 | Status: 선명
Time: 202.00s | Score: 121.56 | Status: 선명
Time: 202.50s | Score: 83.44 | Status: 선명
Time: 203.00s | Score: 80.05 | Status: 선명
Time: 203.50s | Score: 87.64 | Status: 선명
Time: 204.00s | Score: 88.35 | Status: 선명
Time: 204.50s | Score: 87.76 | Status: 선명
Time: 205.00s | Score: 89.41 | Status: 선명
Time: 205.50s | Score: 90.58 | Status: 선명
Time: 206.00s | Score: 89.29 | Status: 선명
Time: 206.50s | Score: 84.67 | Status: 선명
Time: 207.00s | Score: 88.83 | Status: 선명
Time: 207.50s | Score: 57.62 | Status: 선명
Time: 208.00s | Score: 96.13 | Status: 선명
Time: 208.50s | Score: 87.38 | Status: 선명
Time: 209.00s | Score: 90.11 | Status: 선명
Time: 209.50s | Score: 93.28 | Status: 선명
Time: 210.00s | Score: 87.77 | Status: 선명
Time: 210.50s | Score: 87.16 | Status: 선명
Time: 211.00s | Score: 88.30 | Status: 선명
Time: 211.50s | Score: 90.00 | Status: 선명
Time: 212.00s | Score: 88.87 | Status: 선명
Time: 212.50s | Score: 89.59 | Status: 선명
Time: 213.00s | Score: 90.21 | Status: 선명
Time: 213.50s | Score: 86.87 | Status: 선명
Time: 214.00s | Score: 92.51 | Status: 선명
Time: 214.50s | Score: 92.84 | Status: 선명
Time: 215.00s | Score: 101.54 | Status: 선명
Time: 215.50s | Score: 94.59 | Status: 선명
Time: 216.00s | Score: 90.40 | Status: 선명
Time: 216.50s | Score: 88.33 | Status: 선명
Time: 217.00s | Score: 86.94 | Status: 선명
Time: 217.50s | Status: 얼굴 미검출
Time: 218.00s | Status: 얼굴 미검출
Time: 218.50s | Status: 얼굴 미검출
Time: 219.00s | Status: 얼굴 미검출
Time: 219.50s | Status: 얼굴 미검출
