[START] 'DTD LIVE Table_0869.mp4' 분석을 시작합니다. (ID: DTD_LIVE_Table_0869_mp4_2025-06-27T03:38:30.659Z)
Time: 0.00s | Status: 얼굴 미검출
Time: 0.50s | Status: 얼굴 미검출
Time: 1.00s | Status: 얼굴 미검출
Time: 1.50s | Status: 얼굴 미검출
Time: 2.00s | Status: 얼굴 미검출
Time: 2.50s | Status: 얼굴 미검출
Time: 3.00s | Status: 얼굴 미검출
Time: 3.50s | Status: 얼굴 미검출
Time: 4.00s | Status: 얼굴 미검출
Time: 4.50s | Status: 얼굴 미검출
Time: 5.00s | Status: 얼굴 미검출
Time: 5.50s | Status: 얼굴 미검출
Time: 6.00s | Status: 얼굴 미검출
Time: 6.50s | Status: 얼굴 미검출
Time: 7.00s | Status: 얼굴 미검출
Time: 7.50s | Status: 얼굴 미검출
Time: 273.50s | Score: 175.50 | Status: 선명
Time: 274.00s | Score: 176.84 | Status: 선명
Time: 274.50s | Score: 163.08 | Status: 선명
Time: 275.00s | Score: 168.59 | Status: 선명
Time: 275.50s | Score: 177.75 | Status: 선명
Time: 276.00s | Score: 185.86 | Status: 선명
Time: 276.50s | Score: 193.20 | Status: 선명
Time: 277.00s | Score: 192.32 | Status: 선명
Time: 277.50s | Score: 193.34 | Status: 선명
Time: 278.00s | Score: 190.84 | Status: 선명
Time: 278.50s | Score: 181.32 | Status: 선명
Time: 279.00s | Score: 181.25 | Status: 선명
Time: 279.50s | Score: 191.45 | Status: 선명
Time: 280.00s | Score: 194.47 | Status: 선명
Time: 280.50s | Score: 192.40 | Status: 선명
Time: 281.00s | Score: 176.89 | Status: 선명
Time: 281.50s | Score: 179.22 | Status: 선명
Time: 282.00s | Score: 185.42 | Status: 선명
Time: 282.50s | Score: 177.32 | Status: 선명
Time: 283.00s | Score: 184.37 | Status: 선명
Time: 283.50s | Score: 161.03 | Status: 선명
Time: 284.00s | Score: 161.36 | Status: 선명
Time: 284.50s | Score: 146.50 | Status: 선명
Time: 285.00s | Score: 185.69 | Status: 선명
Time: 285.50s | Score: 101.33 | Status: 선명
Time: 286.00s | Score: 80.87 | Status: 선명
Time: 286.50s | Score: 73.00 | Status: 선명
Time: 287.00s | Score: 85.04 | Status: 선명
Time: 287.50s | Score: 66.76 | Status: 선명
Time: 288.00s | Score: 76.52 | Status: 선명
Time: 288.50s | Score: 126.79 | Status: 선명
Time: 289.00s | Score: 103.05 | Status: 선명
Time: 289.50s | Score: 107.00 | Status: 선명
Time: 290.00s | Score: 119.56 | Status: 선명
Time: 290.50s | Score: 110.36 | Status: 선명
Time: 291.00s | Score: 132.24 | Status: 선명
Time: 291.50s | Score: 85.97 | Status: 선명
Time: 292.00s | Score: 96.30 | Status: 선명
Time: 292.50s | Score: 137.38 | Status: 선명
Time: 293.00s | Score: 132.33 | Status: 선명
Time: 293.50s | Score: 128.58 | Status: 선명
Time: 294.00s | Score: 125.75 | Status: 선명
Time: 294.50s | Score: 118.07 | Status: 선명
Time: 295.00s | Score: 119.78 | Status: 선명
Time: 295.50s | Score: 120.27 | Status: 선명
Time: 296.00s | Score: 127.08 | Status: 선명
Time: 296.50s | Score: 116.98 | Status: 선명
Time: 297.00s | Score: 120.36 | Status: 선명
Time: 297.50s | Score: 119.28 | Status: 선명
Time: 298.00s | Score: 127.77 | Status: 선명
Time: 298.50s | Score: 131.72 | Status: 선명
Time: 299.00s | Score: 124.09 | Status: 선명
Time: 299.50s | Score: 115.05 | Status: 선명
Time: 300.00s | Score: 116.10 | Status: 선명
Time: 300.50s | Status: 얼굴 미검출
Time: 301.00s | Score: 93.41 | Status: 선명
Time: 301.50s | Status: 얼굴 미검출
Time: 302.00s | Score: 97.52 | Status: 선명
Time: 302.50s | Score: 93.83 | Status: 선명
Time: 303.00s | Score: 104.77 | Status: 선명
Time: 303.50s | Score: 95.61 | Status: 선명
Time: 304.00s | Score: 115.22 | Status: 선명
Time: 304.50s | Score: 102.72 | Status: 선명
Time: 305.00s | Status: 얼굴 미검출
Time: 305.50s | Status: 얼굴 미검출
Time: 306.00s | Status: 얼굴 미검출
Time: 306.50s | Score: 83.23 | Status: 선명
Time: 307.00s | Score: 83.02 | Status: 선명
Time: 307.50s | Score: 107.88 | Status: 선명
Time: 308.00s | Score: 105.34 | Status: 선명
Time: 308.50s | Score: 75.21 | Status: 선명
Time: 309.00s | Score: 95.15 | Status: 선명
Time: 309.50s | Score: 101.44 | Status: 선명
Time: 310.00s | Score: 95.87 | Status: 선명
Time: 310.50s | Score: 98.26 | Status: 선명
Time: 311.00s | Score: 109.03 | Status: 선명
Time: 311.50s | Score: 93.03 | Status: 선명
Time: 312.00s | Score: 95.69 | Status: 선명
Time: 312.50s | Score: 101.34 | Status: 선명
Time: 313.00s | Score: 109.43 | Status: 선명
Time: 313.50s | Score: 104.46 | Status: 선명
Time: 314.00s | Status: 얼굴 미검출
Time: 314.50s | Status: 얼굴 미검출
Time: 315.00s | Status: 얼굴 미검출
Time: 315.50s | Status: 얼굴 미검출
Time: 316.00s | Score: 51.16 | Status: 선명
Time: 316.50s | Score: 66.86 | Status: 선명
Time: 317.00s | Score: 88.52 | Status: 선명
Time: 317.50s | Score: 92.46 | Status: 선명
Time: 318.00s | Score: 92.78 | Status: 선명
Time: 318.50s | Score: 91.13 | Status: 선명
Time: 319.00s | Score: 85.95 | Status: 선명
Time: 319.50s | Score: 88.42 | Status: 선명
Time: 320.00s | Score: 93.74 | Status: 선명
Time: 320.50s | Score: 102.80 | Status: 선명
Time: 321.00s | Status: 얼굴 미검출
Time: 321.50s | Status: 얼굴 미검출
Time: 322.00s | Status: 얼굴 미검출
Time: 322.50s | Status: 얼굴 미검출
Time: 323.00s | Status: 얼굴 미검출
Time: 323.50s | Status: 얼굴 미검출
Time: 324.00s | Status: 얼굴 미검출
Time: 324.50s | Status: 얼굴 미검출
Time: 325.00s | Status: 얼굴 미검출
Time: 325.50s | Status: 얼굴 미검출
Time: 326.00s | Status: 얼굴 미검출
Time: 326.50s | Status: 얼굴 미검출
Time: 327.00s | Status: 얼굴 미검출
Time: 327.50s | Status: 얼굴 미검출
Time: 328.00s | Status: 얼굴 미검출
Time: 328.50s | Status: 얼굴 미검출
Time: 329.00s | Status: 얼굴 미검출
Time: 329.50s | Status: 얼굴 미검출
Time: 330.00s | Status: 얼굴 미검출
Time: 330.50s | Status: 얼굴 미검출
Time: 331.00s | Status: 얼굴 미검출
Time: 331.50s | Status: 얼굴 미검출
Time: 332.00s | Status: 얼굴 미검출
Time: 332.50s | Status: 얼굴 미검출
Time: 333.00s | Status: 얼굴 미검출
Time: 333.50s | Status: 얼굴 미검출
Time: 334.00s | Status: 얼굴 미검출
Time: 334.50s | Status: 얼굴 미검출
Time: 335.00s | Status: 얼굴 미검출
Time: 335.50s | Status: 얼굴 미검출
Time: 336.00s | Status: 얼굴 미검출
Time: 336.50s | Status: 얼굴 미검출
Time: 337.00s | Status: 얼굴 미검출
Time: 337.50s | Status: 얼굴 미검출
Time: 338.00s | Status: 얼굴 미검출
Time: 338.50s | Status: 얼굴 미검출
Time: 339.00s | Status: 얼굴 미검출
Time: 339.50s | Status: 얼굴 미검출
Time: 340.00s | Status: 얼굴 미검출
Time: 340.50s | Status: 얼굴 미검출
Time: 341.00s | Status: 얼굴 미검출
Time: 341.50s | Status: 얼굴 미검출
Time: 342.00s | Status: 얼굴 미검출
Time: 342.50s | Status: 얼굴 미검출
Time: 343.00s | Status: 얼굴 미검출
Time: 343.50s | Status: 얼굴 미검출
Time: 344.00s | Status: 얼굴 미검출
Time: 344.50s | Status: 얼굴 미검출
Time: 345.00s | Status: 얼굴 미검출
Time: 345.50s | Status: 얼굴 미검출
Time: 346.00s | Status: 얼굴 미검출
Time: 346.50s | Status: 얼굴 미검출
Time: 347.00s | Status: 얼굴 미검출
Time: 347.50s | Status: 얼굴 미검출
Time: 348.00s | Status: 얼굴 미검출
Time: 348.50s | Status: 얼굴 미검출
Time: 349.00s | Status: 얼굴 미검출
Time: 349.50s | Status: 얼굴 미검출
Time: 350.00s | Status: 얼굴 미검출
Time: 350.50s | Status: 얼굴 미검출
Time: 351.00s | Status: 얼굴 미검출
Time: 351.50s | Status: 얼굴 미검출
Time: 352.00s | Status: 얼굴 미검출
Time: 352.50s | Status: 얼굴 미검출
Time: 353.00s | Status: 얼굴 미검출
Time: 353.50s | Status: 얼굴 미검출
Time: 354.00s | Status: 얼굴 미검출
Time: 354.50s | Status: 얼굴 미검출
Time: 355.00s | Status: 얼굴 미검출
Time: 355.50s | Score: 258.73 | Status: 선명
Time: 356.00s | Score: 280.76 | Status: 선명
Time: 356.50s | Score: 305.85 | Status: 선명
Time: 357.00s | Score: 239.95 | Status: 선명
Time: 357.50s | Score: 233.16 | Status: 선명
Time: 358.00s | Score: 229.52 | Status: 선명
